tridt"isTransport"tcidtectaccessiontname
415t29123t"true"t6016t('nan',)tCHEBI:16301t"nitrite"
416t29123t"true"t6534t('nan',)tCHEBI:61683tubiquinone-8
417t29135t"true"t3249t('nan',)tCHEBI:15378tH(+)
419t29139t"true"t3249t('nan',)tCHEBI:15378tH(+)
421t29143t"true"t3249t('nan',)tCHEBI:15378tH(+)
423t29147t"true"t3249t('nan',)tCHEBI:15378tH(+)
425t29151t"true"t6016t('nan',)tCHEBI:16301t"nitrite"
426t29151t"true"t3249t('nan',)tCHEBI:15378tH(+)
427t29151t"true"tP_17976t('nan',)tPOLYMER:9566ta ubiquinol(P)
428t29151t"true"t1012t('nan',)tCHEBI:28938tNH4(+)
429t29151t"true"t1283t('nan',)tCHEBI:15377tH2O
430t29151t"true"tP_16389t('nan',)tPOLYMER:9565ta ubiquinone(P)
431t29155t"true"t6016t('nan',)tCHEBI:16301t"nitrite"
432t29155t"true"t3249t('nan',)tCHEBI:15378tH(+)
433t29155t"true"t6533t('nan',)tCHEBI:61682tubiquinol-8
434t29155t"true"t1012t('nan',)tCHEBI:28938tNH4(+)
435t29155t"true"t1283t('nan',)tCHEBI:15377tH2O
436t29155t"true"t6534t('nan',)tCHEBI:61683tubiquinone-8
437t29159t"true"t6016t('nan',)tCHEBI:16301t"nitrite"
438t29159t"true"t3249t('nan',)tCHEBI:15378tH(+)
439t29159t"true"tP_18151t('nan',)tPOLYMER:9539ta menaquinol(P)
440t29159t"true"t1012t('nan',)tCHEBI:28938tNH4(+)
441t29159t"true"t1283t('nan',)tCHEBI:15377tH2O
442t29159t"true"tP_16374t('nan',)tPOLYMER:9537ta menaquinone(P)
443t29163t"true"t6016t('nan',)tCHEBI:16301t"nitrite"
444t29163t"true"t3249t('nan',)tCHEBI:15378tH(+)
445t29163t"true"t6557t('nan',)tCHEBI:61684tmenaquinol-8
446t29163t"true"t1012t('nan',)tCHEBI:28938tNH4(+)
447t29163t"true"t1283t('nan',)tCHEBI:15377tH2O
448t29163t"true"t6556t('nan',)tCHEBI:44027tmenaquinone-8
449t29207t"true"tP_18151t('nan',)tPOLYMER:9539ta menaquinol(P)
450t29207t"true"t6469t('nan',)tCHEBI:28262t"dimethyl sulfoxide"
451t29207t"true"tP_16374t('nan',)tPOLYMER:9537ta menaquinone(P)
452t29207t"true"t2804t('nan',)tCHEBI:17437t"dimethyl sulfide"
453t29207t"true"t1283t('nan',)tCHEBI:15377tH2O
454t29211t"true"t3249t('nan',)tCHEBI:15378tH(+)
455t29211t"true"t1231t('nan',)tCHEBI:17596tinosine
458t29227t"true"t3249t('nan',)tCHEBI:15378tH(+)
459t29227t"true"t3166t('nan',)tCHEBI:16881tindole
462t29231t"true"t1057t('nan',)tCHEBI:29195t"cyanate"
464t29239t"true"t3249t('nan',)tCHEBI:15378tH(+)
465t29239t"true"t4063t('nan',)tCHEBI:17568turacil
468t29247t"true"t2426t('nan',)tCHEBI:29101tNa(+)
469t29247t"true"t3249t('nan',)tCHEBI:15378tH(+)
472t29251t"true"t2426t('nan',)tCHEBI:29101tNa(+)
473t29251t"true"t3249t('nan',)tCHEBI:15378tH(+)
476t29255t"true"t3017t('nan',)tCHEBI:29108tCa(2+)
477t29255t"true"t2426t('nan',)tCHEBI:29101tNa(+)
480t29259t"true"t5196t('nan',)tCHEBI:30924t"(2R,3R)-tartrate"
481t29259t"true"t2501t('nan',)tCHEBI:30031t"succinate"
484t29263t"true"t5115t('nan',)tCHEBI:57427tL-leucine
485t29263t"true"t2426t('nan',)tCHEBI:29101tNa(+)
488t29267t"true"t1223t('nan',)tCHEBI:57762tL-valine
489t29267t"true"t2426t('nan',)tCHEBI:29101tNa(+)
492t29275t"true"t2660t('nan',)tCHEBI:58045tL-isoleucine
493t29275t"true"t2426t('nan',)tCHEBI:29101tNa(+)
496t29283t"true"t3361t('nan',)tCHEBI:57972tL-alanine
497t29283t"true"t2426t('nan',)tCHEBI:29101tNa(+)
500t29287t"true"t2047t('nan',)tCHEBI:29991t"L-aspartate"
501t29287t"true"t3249t('nan',)tCHEBI:15378tH(+)
504t29295t"true"t6095t('nan',)tCHEBI:12952t"aldehydo-D-galacturonate"
505t29295t"true"t3249t('nan',)tCHEBI:15378tH(+)
508t29303t"true"t2501t('nan',)tCHEBI:30031t"succinate"
509t29303t"true"t3249t('nan',)tCHEBI:15378tH(+)
512t29323t"true"t3031t('nan',)tCHEBI:29806t"fumarate"
513t29323t"true"t2501t('nan',)tCHEBI:30031t"succinate"
516t29327t"true"t3953t('nan',)tCHEBI:15589t"(S)-malate"
517t29327t"true"t2501t('nan',)tCHEBI:30031t"succinate"
520t29331t"true"t3031t('nan',)tCHEBI:29806t"fumarate"
521t29331t"true"t3249t('nan',)tCHEBI:15378tH(+)
524t29339t"true"t3953t('nan',)tCHEBI:15589t"(S)-malate"
525t29339t"true"t3249t('nan',)tCHEBI:15378tH(+)
528t29343t"true"t2047t('nan',)tCHEBI:29991t"L-aspartate"
529t29343t"true"t2501t('nan',)tCHEBI:30031t"succinate"
532t29347t"true"t4916t('nan',)tCHEBI:30839t"orotate"
533t29347t"true"t3249t('nan',)tCHEBI:15378tH(+)
536t29351t"true"t1073t('nan',)tCHEBI:29105tZn(2+)
538t29411t"true"t3455t('nan',)tCHEBI:29805t"glycolate"
539t29411t"true"t3249t('nan',)tCHEBI:15378tH(+)
542t29415t"true"t1898t('nan',)tCHEBI:16651t"(S)-lactate"
543t29415t"true"t3249t('nan',)tCHEBI:15378tH(+)
546t29419t"true"t3249t('nan',)tCHEBI:15378tH(+)
547t29419t"true"t2426t('nan',)tCHEBI:29101tNa(+)
550t29427t"true"t4231t('nan',)tCHEBI:16347t"(R)-carnitine"
551t29427t"true"t5286t('nan',)tCHEBI:16244t"4-(trimethylamino)butanoate"
554t29435t"true"t9878t('nan',)tCHEBI:77805t"enterobactin"
555t29435t"true"t3249t('nan',)tCHEBI:15378tH(+)
558t29439t"true"t1795t('nan',)tCHEBI:29033tFe(2+)
559t29439t"true"t3249t('nan',)tCHEBI:15378tH(+)
562t29443t"true"t3249t('nan',)tCHEBI:15378tH(+)
563t29443t"true"t3361t('nan',)tCHEBI:57972tL-alanine
566t29447t"true"t3455t('nan',)tCHEBI:29805t"glycolate"
568t29455t"true"t2832t('nan',)tCHEBI:35247tD-serine
570t29459t"true"t2880t('nan',)tCHEBI:57966t"beta-alanine"
571t29459t"true"t3249t('nan',)tCHEBI:15378tH(+)
574t29463t"true"t3890t('nan',)tCHEBI:29103tK(+)
576t29467t"true"t3249t('nan',)tCHEBI:15378tH(+)
577t29467t"true"t3890t('nan',)tCHEBI:29103tK(+)
580t29567t"true"t3249t('nan',)tCHEBI:15378tH(+)
581t29567t"true"t5440t('nan',)tCHEBI:17996tchloride
584t29571t"true"t3249t('nan',)tCHEBI:15378tH(+)
585t29571t"true"t6121t('nan',)tCHEBI:17796t"L-idonate"
588t29575t"true"t4901t('nan',)tCHEBI:33384tL-serine
589t29575t"true"t2426t('nan',)tCHEBI:29101tNa(+)
592t29579t"true"t1795t('nan',)tCHEBI:29033tFe(2+)
593t29579t"true"t3249t('nan',)tCHEBI:15378tH(+)
596t29583t"true"t1817t('nan',)tCHEBI:16750tguanosine
597t29583t"true"t3249t('nan',)tCHEBI:15378tH(+)
600t29651t"true"t3599t('nan',)tCHEBI:58145t"agmatine"
601t29651t"true"t3912t('nan',)tCHEBI:32682tL-arginine
604t29655t"true"t2467t('nan',)tCHEBI:35235t"L-cysteine"
606t29659t"true"t3937t('nan',)tCHEBI:58340t"O-acetyl-L-serine"
608t29663t"true"t3249t('nan',)tCHEBI:15378tH(+)
609t29663t"true"t3237t('nan',)tCHEBI:17712t"xanthine"
