tbiggtIDtrheataccession
3203tfuctMNXM1101253tchebi:17617tCHEBI:17617
3223trnamtMNXM1101283tchebi:15927tCHEBI:15927
3224tgmptMNXM1101285tchebi:17345tCHEBI:17345
3225tgmptMNXM1101285tchebi:58115tCHEBI:58115
3233t"utp"tMNXM1101474tchebi:15713tCHEBI:15713
3234t"utp"tMNXM1101474tchebi:46398tCHEBI:46398
3235t"utp"tMNXM1101474tchebi:57481tCHEBI:57481
3236timptMNXM1101868tchebi:17202tCHEBI:17202
3237timptMNXM1101868tchebi:58053tCHEBI:58053
3305t"amet"tMNXM1102072tchebi:142094tCHEBI:142094
3306t"amet"tMNXM1102072tchebi:15414tCHEBI:15414
3307t"amet"tMNXM1102072tchebi:33442tCHEBI:33442
3308t"amet"tMNXM1102072tchebi:59789tCHEBI:59789
3309t"amet"tMNXM1102072tchebi:67040tCHEBI:67040
3345t"mlthf"tMNXM1102150tchebi:15636tCHEBI:15636
3346t"mlthf"tMNXM1102150tchebi:1989tCHEBI:1989
3360t3amptMNXM1102173tchebi:28931tCHEBI:28931
3361t3amptMNXM1102173tchebi:60880tCHEBI:60880
3365t3umptMNXM1102189tchebi:28895tCHEBI:28895
3366t3umptMNXM1102189tchebi:60784tCHEBI:60784
3372t"10fthf"tMNXM1102376tchebi:15637tCHEBI:15637
3373t"10fthf"tMNXM1102376tchebi:57454tCHEBI:57454
3374tcrn__DtMNXM1102523tt
3396turitMNXM1103104tchebi:16704tCHEBI:16704
3400tgdptMNXM1103285tchebi:17552tCHEBI:17552
3401tgdptMNXM1103285tchebi:58189tCHEBI:58189
3402tgdptMNXM1103285tchebi:65180tCHEBI:65180
3406tcmptMNXM1103302tchebi:17361tCHEBI:17361
3407tcmptMNXM1103302tchebi:60377tCHEBI:60377
3419tinstMNXM1103335tchebi:17596tCHEBI:17596
3437tgsntMNXM1103400tchebi:16750tCHEBI:16750
3463tcdpgtMNXM1103517tt
3469t"gtp"tMNXM1103553tchebi:15996tCHEBI:15996
3470t"gtp"tMNXM1103553tchebi:37565tCHEBI:37565
3471t"gtp"tMNXM1103553tchebi:57600tCHEBI:57600
3515t"ctp"tMNXM1103718tchebi:17677tCHEBI:17677
3516t"ctp"tMNXM1103718tchebi:37563tCHEBI:37563
3517t"ctp"tMNXM1103718tchebi:58231tCHEBI:58231
3533t"xtsn"tMNXM1103769tchebi:18107tCHEBI:18107
3563talac__StMNXM1103847tchebi:16444tCHEBI:16444
3564talac__StMNXM1103847tchebi:18409tCHEBI:18409
3565talac__StMNXM1103847tchebi:57774tCHEBI:57774
3566talac__StMNXM1103847tchebi:58476tCHEBI:58476
3576tglcur1ptMNXM1103867tchebi:16787tCHEBI:16787
3577tglcur1ptMNXM1103867tchebi:28547tCHEBI:28547
3578tglcur1ptMNXM1103867tchebi:35145tCHEBI:35145
3579tglcur1ptMNXM1103867tchebi:57897tCHEBI:57897
3612t"thf"tMNXM1103936tchebi:15635tCHEBI:15635
3613t"thf"tMNXM1103936tchebi:20506tCHEBI:20506
3614t"thf"tMNXM1103936tchebi:57453tCHEBI:57453
3615t"thf"tMNXM1103936tchebi:68437tCHEBI:68437
3627tmelibtMNXM1103964tt
3676t"maltpt"tMNXM1104039tchebi:143181tCHEBI:143181
3677t"maltpt"tMNXM1104039tchebi:61952tCHEBI:61952
3679tr5ptMNXM1104056tchebi:140679tCHEBI:140679
3680tr5ptMNXM1104056tchebi:18189tCHEBI:18189
3681tr5ptMNXM1104056tchebi:52742tCHEBI:52742
3682tr5ptMNXM1104056tchebi:78346tCHEBI:78346
3683tgam6ptMNXM1104065tchebi:15873tCHEBI:15873
3684tgam6ptMNXM1104065tchebi:47987tCHEBI:47987
3685tgam6ptMNXM1104065tchebi:58725tCHEBI:58725
3686tgam6ptMNXM1104065tchebi:75989tCHEBI:75989
3728t"malthp"tMNXM1104130tchebi:143183tCHEBI:143183
3729t"malthp"tMNXM1104130tchebi:61954tCHEBI:61954
3756tsucrtMNXM1104180tchebi:172954tCHEBI:172954
3757tsucrtMNXM1104180tchebi:17992tCHEBI:17992
3773t"cytd"tMNXM1104207tchebi:17562tCHEBI:17562
3794taccoatMNXM1104266tchebi:15351tCHEBI:15351
3795taccoatMNXM1104266tchebi:57288tCHEBI:57288
3841txmptMNXM1104385tchebi:15652tCHEBI:15652
3842txmptMNXM1104385tchebi:57464tCHEBI:57464
3862t"lcts"tMNXM1104432tchebi:17716tCHEBI:17716
3916t"malttr"tMNXM1104527tchebi:140999tCHEBI:140999
3917t"malttr"tMNXM1104527tchebi:27931tCHEBI:27931
3918tuacgamtMNXM1104529tchebi:16264tCHEBI:16264
3919tuacgamtMNXM1104529tchebi:57705tCHEBI:57705
3946tmnltMNXM1104590tchebi:16899tCHEBI:16899
3956t"maltttr"tMNXM1104617tchebi:143180tCHEBI:143180
3957t"maltttr"tMNXM1104617tchebi:61988tCHEBI:61988
3986talaalatMNXM1104679tchebi:16576tCHEBI:16576
3987talaalatMNXM1104679tchebi:57822tCHEBI:57822
4000tudpgtMNXM1104702tchebi:18066tCHEBI:18066
4001tudpgtMNXM1104702tchebi:46229tCHEBI:46229
4002tudpgtMNXM1104702tchebi:58367tCHEBI:58367
4003tudpgtMNXM1104702tchebi:58885tCHEBI:58885
4027tkdo2lipid4tMNXM1104740tchebi:28526tCHEBI:28526
4028tkdo2lipid4tMNXM1104740tchebi:60365tCHEBI:60365
4033tudpgaltMNXM1104754tchebi:18307tCHEBI:18307
4034tudpgaltMNXM1104754tchebi:58439tCHEBI:58439
4035tudpgaltMNXM1104754tchebi:66914tCHEBI:66914
4036tudpgaltMNXM1104754tchebi:67119tCHEBI:67119
4063tlys__DtMNXM1104802tt
4069tumptMNXM1104823tchebi:16695tCHEBI:16695
4070tumptMNXM1104823tchebi:57865tCHEBI:57865
4075tshemetMNXM1104857tchebi:28599tCHEBI:28599
4076tshemetMNXM1104857tchebi:60052tCHEBI:60052
4086tudpglcurtMNXM1104890tchebi:17200tCHEBI:17200
4087tudpglcurtMNXM1104890tchebi:58052tCHEBI:58052
4088t4ahmmptMNXM1104899tchebi:16892tCHEBI:16892
4109tbhbtMNXM1104965tchebi:10983tCHEBI:10983
4110tbhbtMNXM1104965tchebi:17066tCHEBI:17066
4118tglc__aDtMNXM1105027tchebi:17925tCHEBI:17925
4119tglc__aDtMNXM1105027tchebi:88300tCHEBI:88300
4123t"dxylnt"tMNXM1105052tchebi:17746tCHEBI:17746
4124t"dxylnt"tMNXM1105052tchebi:48093tCHEBI:48093
4125tmevRtMNXM1105057tchebi:17710tCHEBI:17710
4126tmevRtMNXM1105057tchebi:25350tCHEBI:25350
4127tmevRtMNXM1105057tchebi:25351tCHEBI:25351
4128tmevRtMNXM1105057tchebi:36464tCHEBI:36464
4147t"stfrnA"tMNXM1105063tchebi:84711tCHEBI:84711
4166tgalamtMNXM1105683tchebi:144817tCHEBI:144817
4167tgalamtMNXM1105683tchebi:60312tCHEBI:60312
4168tgamtMNXM1105684tchebi:140810tCHEBI:140810
4169tgamtMNXM1105684tchebi:28393tCHEBI:28393
4170tgamtMNXM1105684tchebi:47977tCHEBI:47977
4171tgamtMNXM1105684tchebi:58723tCHEBI:58723
4172tala__DtMNXM1105731tchebi:15570tCHEBI:15570
4173tala__DtMNXM1105731tchebi:32435tCHEBI:32435
4174tala__DtMNXM1105731tchebi:32436tCHEBI:32436
4175tala__DtMNXM1105731tchebi:57416tCHEBI:57416
4176tala__LtMNXM1105732tchebi:16977tCHEBI:16977
4177tala__LtMNXM1105732tchebi:32431tCHEBI:32431
4178tala__LtMNXM1105732tchebi:32432tCHEBI:32432
4179tala__LtMNXM1105732tchebi:57972tCHEBI:57972
4180tala__LtMNXM1105732tchebi:76050tCHEBI:76050
4182tcrntMNXM1105737tchebi:16347tCHEBI:16347
4183tcrntMNXM1105737tchebi:39547tCHEBI:39547
4192tadntMNXM1105760tchebi:16335tCHEBI:16335
4193tfadh2tMNXM1105762tchebi:17877tCHEBI:17877
4194tfadh2tMNXM1105762tchebi:58307tCHEBI:58307
4195tglcurtMNXM1105765tchebi:47952tCHEBI:47952
4196tglcurtMNXM1105765tchebi:58720tCHEBI:58720
4206tacgam1ptMNXM1105798tchebi:138007tCHEBI:138007
4207tacgam1ptMNXM1105798tchebi:16446tCHEBI:16446
4208tacgam1ptMNXM1105798tchebi:57776tCHEBI:57776
4209tacgam1ptMNXM1105798tchebi:7125tCHEBI:7125
4210tacgam1ptMNXM1105798tchebi:81474tCHEBI:81474
4211tacgal1ptMNXM1105799tchebi:44313tCHEBI:44313
4212tacgal1ptMNXM1105799tchebi:55404tCHEBI:55404
4213tacgal1ptMNXM1105799tchebi:61970tCHEBI:61970
4215tfrutMNXM1105810tchebi:28645tCHEBI:28645
4219tmantMNXM1105842tchebi:4208tCHEBI:4208
4224tg6p_BtMNXM1105856tchebi:17719tCHEBI:17719
4225tg6p_BtMNXM1105856tchebi:58247tCHEBI:58247
4226tman6ptMNXM1105857tchebi:43896tCHEBI:43896
4227tman6ptMNXM1105857tchebi:48066tCHEBI:48066
4228tman6ptMNXM1105857tchebi:58735tCHEBI:58735
4229tman6ptMNXM1105857tchebi:60332tCHEBI:60332
4230tg6ptMNXM1105858tchebi:14314tCHEBI:14314
4231tg6ptMNXM1105858tchebi:4170tCHEBI:4170
4232tg6ptMNXM1105858tchebi:61548tCHEBI:61548
4235tacmanatMNXM1105881tchebi:63153tCHEBI:63153
4253tfmntMNXM1105927tchebi:17621tCHEBI:17621
4254tacgaltMNXM1105933tchebi:28037tCHEBI:28037
4255tacgamtMNXM1105935tchebi:21601tCHEBI:21601
4256tacgamtMNXM1105935tchebi:506227tCHEBI:506227
4257tfadtMNXM1105936tchebi:16238tCHEBI:16238
4260t"inost"tMNXM1105941tchebi:17268tCHEBI:17268
4278t"urate"tMNXM1105965tchebi:17775tCHEBI:17775
4279t"urate"tMNXM1105965tchebi:46811tCHEBI:46811
4280t"urate"tMNXM1105965tchebi:46814tCHEBI:46814
4281t"urate"tMNXM1105965tchebi:46817tCHEBI:46817
4282t"urate"tMNXM1105965tchebi:46821tCHEBI:46821
4283t"urate"tMNXM1105965tchebi:46822tCHEBI:46822
4284t"urate"tMNXM1105965tchebi:46823tCHEBI:46823
4285t"urate"tMNXM1105965tchebi:46824tCHEBI:46824
4286t"urate"tMNXM1105965tchebi:46825tCHEBI:46825
4287t"urate"tMNXM1105965tchebi:46826tCHEBI:46826
4288t"urate"tMNXM1105965tchebi:62585tCHEBI:62585
4289t"urate"tMNXM1105965tchebi:62589tCHEBI:62589
4311t"malt"tMNXM1106000tchebi:17306tCHEBI:17306
4326t"tre"tMNXM1106022tchebi:16551tCHEBI:16551
4327t"tre"tMNXM1106022tchebi:27082tCHEBI:27082
4334t"metox"tMNXM1106044tchebi:17016tCHEBI:17016
4335t"metsox_S__L"tMNXM1106045tchebi:49031tCHEBI:49031
4336t"metsox_S__L"tMNXM1106045tchebi:58772tCHEBI:58772
4337tacnamtMNXM1106047tchebi:45744tCHEBI:45744
4338tacnamtMNXM1106047tchebi:58705tCHEBI:58705
4340tman1ptMNXM1106057tchebi:18205tCHEBI:18205
4341tman1ptMNXM1106057tchebi:35374tCHEBI:35374
4342tman1ptMNXM1106057tchebi:58409tCHEBI:58409
4347tg1ptMNXM1106065tchebi:16077tCHEBI:16077
4348tg1ptMNXM1106065tchebi:57629tCHEBI:57629
4351tgal1ptMNXM1106067tchebi:17973tCHEBI:17973
4352tgal1ptMNXM1106067tchebi:37480tCHEBI:37480
4353tgal1ptMNXM1106067tchebi:58336tCHEBI:58336
4357tg3petMNXM1106082tchebi:52330tCHEBI:52330
4370tminohptMNXM1106105tchebi:17401tCHEBI:17401
4371tminohptMNXM1106105tchebi:58130tCHEBI:58130
4396tlys__LtMNXM1106164tchebi:133538tCHEBI:133538
4397tlys__LtMNXM1106164tchebi:18019tCHEBI:18019
4398tlys__LtMNXM1106164tchebi:25094tCHEBI:25094
4399tlys__LtMNXM1106164tchebi:32550tCHEBI:32550
4400tlys__LtMNXM1106164tchebi:32551tCHEBI:32551
4401tlys__LtMNXM1106164tchebi:32552tCHEBI:32552
4402tlys__LtMNXM1106164tchebi:32563tCHEBI:32563
4403tlys__LtMNXM1106164tchebi:32564tCHEBI:32564
4404tlys__LtMNXM1106164tchebi:32565tCHEBI:32565
4415tfusatMNXM1106690tt
4417tleu__LtMNXM1106762tt
4421txyl3tMNXM1106798tt
4433tg3pgtMNXM1106891tchebi:5457tCHEBI:5457
4434tg3pgtMNXM1106891tchebi:61933tCHEBI:61933
4435tg3pgtMNXM1106891tchebi:84515tCHEBI:84515
4436tg3pgtMNXM1106891tchebi:85411tCHEBI:85411
4437tfuc__LtMNXM1106903tchebi:2181tCHEBI:2181
4438tfuc__LtMNXM1106903tchebi:42548tCHEBI:42548
4444tmal__LtMNXM1107192tchebi:15589tCHEBI:15589
4445tmal__LtMNXM1107192tchebi:30797tCHEBI:30797
4456tstMNXM1107418tchebi:26833tCHEBI:26833
4457tstMNXM1107418tchebi:37979tCHEBI:37979
4458tstMNXM1107418tchebi:37980tCHEBI:37980
4459tstMNXM1107418tchebi:37981tCHEBI:37981
4460tstMNXM1107418tchebi:37982tCHEBI:37982
4461tstMNXM1107418tchebi:37983tCHEBI:37983
4462tstMNXM1107418tchebi:37984tCHEBI:37984
4463tstMNXM1107418tchebi:37985tCHEBI:37985
4473tLalaDgluMdaptMNXM1107671tchebi:138879tCHEBI:138879
4474tLalaDgluMdaptMNXM1107671tchebi:177656tCHEBI:177656
4488t"galct__D"tMNXM1107694tchebi:16537tCHEBI:16537
4489t"galct__D"tMNXM1107694tchebi:30852tCHEBI:30852
4490t"galct__D"tMNXM1107694tchebi:35390tCHEBI:35390
4491t"galct__D"tMNXM1107694tchebi:48871tCHEBI:48871
4492t"galctr__D"tMNXM1107694tchebi:16537tCHEBI:16537
4493t"galctr__D"tMNXM1107694tchebi:30852tCHEBI:30852
4494t"galctr__D"tMNXM1107694tchebi:35390tCHEBI:35390
4495t"galctr__D"tMNXM1107694tchebi:48871tCHEBI:48871
4496tglcrtMNXM1107695tchebi:16002tCHEBI:16002
4497tglcrtMNXM1107695tchebi:30612tCHEBI:30612
4498tglcrtMNXM1107695tchebi:33801tCHEBI:33801
4504tocdceatMNXM1107708tchebi:16196tCHEBI:16196
4505tocdceatMNXM1107708tchebi:30823tCHEBI:30823
4514t"cit"tMNXM1107753tchebi:133748tCHEBI:133748
4515t"cit"tMNXM1107753tchebi:16947tCHEBI:16947
4516t"cit"tMNXM1107753tchebi:30769tCHEBI:30769
4517t"cit"tMNXM1107753tchebi:35802tCHEBI:35802
4518t"cit"tMNXM1107753tchebi:35804tCHEBI:35804
4519t"cit"tMNXM1107753tchebi:35806tCHEBI:35806
4520t"cit"tMNXM1107753tchebi:35808tCHEBI:35808
4521t"cit"tMNXM1107753tchebi:35809tCHEBI:35809
4522t"cit"tMNXM1107753tchebi:35810tCHEBI:35810
4523t"cit"tMNXM1107753tchebi:76049tCHEBI:76049
4537this__LtMNXM1107769tchebi:15971tCHEBI:15971
4538this__LtMNXM1107769tchebi:27570tCHEBI:27570
4539this__LtMNXM1107769tchebi:32510tCHEBI:32510
4540this__LtMNXM1107769tchebi:32512tCHEBI:32512
4541this__LtMNXM1107769tchebi:32513tCHEBI:32513
4542this__LtMNXM1107769tchebi:32529tCHEBI:32529
4543this__LtMNXM1107769tchebi:32531tCHEBI:32531
4544this__LtMNXM1107769tchebi:32532tCHEBI:32532
4545this__LtMNXM1107769tchebi:57595tCHEBI:57595
4556t"fe3dcit"tMNXM1107801tt
4557tasn__LtMNXM1107821tchebi:17196tCHEBI:17196
4558tasn__LtMNXM1107821tchebi:32650tCHEBI:32650
4559tasn__LtMNXM1107821tchebi:32651tCHEBI:32651
4560tasn__LtMNXM1107821tchebi:58048tCHEBI:58048
4564tf6ptMNXM1107898tchebi:16084tCHEBI:16084
4565tf6ptMNXM1107898tchebi:57634tCHEBI:57634
4566tf6ptMNXM1107898tchebi:61527tCHEBI:61527
4567tf6ptMNXM1107898tchebi:61553tCHEBI:61553
4568thdceatMNXM1107900tchebi:28716tCHEBI:28716
4569thdceatMNXM1107900tchebi:32372tCHEBI:32372
4570tnotMNXM1107902tchebi:16480tCHEBI:16480
4573to2stMNXM1107906tchebi:18421tCHEBI:18421
4592t"ttdcea"tMNXM1107981tchebi:27781tCHEBI:27781
4593t"ttdcea"tMNXM1107981tchebi:32370tCHEBI:32370
4597t3hcinnmtMNXM1107995tchebi:32357tCHEBI:32357
4598t3hcinnmtMNXM1107995tchebi:47928tCHEBI:47928
4600t"focytC"tMNXM1108006tt
4603th2tMNXM1108018tchebi:18276tCHEBI:18276
4604th2tMNXM1108018tchebi:29237tCHEBI:29237
4605th2tMNXM1108018tchebi:29238tCHEBI:29238
4606th2tMNXM1108018tchebi:29294tCHEBI:29294
4607th2tMNXM1108018tchebi:29298tCHEBI:29298
4608th2tMNXM1108018tchebi:29299tCHEBI:29299
4610trib__DtMNXM1108051tchebi:47013tCHEBI:47013
4612t"dhptd"tMNXM1108056tt
4615tlnlctMNXM1108069tchebi:17351tCHEBI:17351
4616tlnlctMNXM1108069tchebi:30245tCHEBI:30245
4622t"etoh"tMNXM1108092tchebi:16236tCHEBI:16236
4629tgaltMNXM1108175tchebi:28061tCHEBI:28061
4632tasp__LtMNXM1108206tchebi:17053tCHEBI:17053
4633tasp__LtMNXM1108206tchebi:176631tCHEBI:176631
4634tasp__LtMNXM1108206tchebi:177910tCHEBI:177910
4635tasp__LtMNXM1108206tchebi:29991tCHEBI:29991
4636tasp__LtMNXM1108206tchebi:29993tCHEBI:29993
4651traffintMNXM1108339tchebi:16634tCHEBI:16634
4676tgal_bDtMNXM112tchebi:27667tCHEBI:27667
4708taso4tMNXM1137656tchebi:18231tCHEBI:18231
4709taso4tMNXM1137656tchebi:29125tCHEBI:29125
4710taso4tMNXM1137656tchebi:48597tCHEBI:48597
4711taso4tMNXM1137656tchebi:48600tCHEBI:48600
4713t"isobuta"tMNXM1137660tchebi:16135tCHEBI:16135
4714t"isobuta"tMNXM1137660tchebi:48944tCHEBI:48944
4715t"ibt"tMNXM1137661tt
4716tivaltMNXM1137662tchebi:28484tCHEBI:28484
4717tivaltMNXM1137662tchebi:48942tCHEBI:48942
4718t3mbtMNXM1137663tt
4723tglc__DtMNXM1137670tchebi:4167tCHEBI:4167
4731t34dhbztMNXM1137688tt
4740tpro__LtMNXM114tchebi:17203tCHEBI:17203
4741tpro__LtMNXM114tchebi:172951tCHEBI:172951
4742tpro__LtMNXM114tchebi:26271tCHEBI:26271
4743tpro__LtMNXM114tchebi:32862tCHEBI:32862
4744tpro__LtMNXM114tchebi:32864tCHEBI:32864
4745tpro__LtMNXM114tchebi:32871tCHEBI:32871
4746tpro__LtMNXM114tchebi:32872tCHEBI:32872
4747tpro__LtMNXM114tchebi:60039tCHEBI:60039
4778torn__DtMNXM1148tchebi:16176tCHEBI:16176
4779torn__DtMNXM1148tchebi:57668tCHEBI:57668
4791t"ficytb"tMNXM11551tchebi:5022tCHEBI:5022
4795t"slnt"tMNXM1157tchebi:18212tCHEBI:18212
